82356	0.00	-4.00
82376	0.00	-4.00
82396	0.00	-4.00
82416	0.00	-4.00
82436	0.00	-4.00
82456	0.00	-4.00
82476	0.00	-4.00
82496	0.00	-4.00
82516	0.00	-4.00
82536	0.00	-4.00
82556	0.00	-4.00
82576	0.00	-4.00
82596	0.00	-4.00
82616	0.00	-4.00
82636	0.00	-4.00
82656	0.00	-4.00
82676	0.00	-4.00
82696	0.00	-4.00
82716	0.00	-4.00
82736	-0.05	-4.50
82756	0.00	-4.50
82776	0.00	-4.50
82796	0.00	-4.50
82816	0.00	-4.50
82836	0.05	-4.00
82856	0.00	-4.00
82876	0.00	-4.00
82896	0.00	-4.00
82916	0.00	-4.00
82936	0.00	-4.00
82956	0.00	-4.00
82976	0.00	-4.00
82996	0.00	-4.00
83016	0.05	-3.50
83036	0.00	-3.50
83056	0.00	-3.50
83076	0.00	-3.50
83096	0.00	-3.50
83116	0.05	-3.00
83136	0.05	-2.50
83156	0.00	-2.50
83176	0.00	-2.50
83196	0.00	-2.50
83216	0.00	-2.50
83236	0.00	-2.50
83256	0.00	-2.50
83276	0.00	-2.50
83296	0.00	-2.50
83316	0.00	-2.50
83336	0.00	-2.50
83356	0.00	-2.50
83376	0.00	-2.50
83396	0.00	-2.50
83416	0.00	-2.50
83436	0.00	-2.50
83456	0.00	-2.50
83476	0.00	-2.50
83496	0.00	-2.50
83516	0.00	-2.50
83536	0.00	-2.50
83556	0.00	-2.50
83576	0.00	-2.50
83596	0.00	-2.50
83616	0.00	-2.50
83636	0.00	-2.50
83656	0.00	-2.50
83676	0.00	-2.50
83696	0.00	-2.50
83716	0.00	-2.50
83736	0.00	-2.50
83756	0.00	-2.50
83776	0.00	-2.50
83796	0.00	-2.50
83816	0.00	-2.50
83836	0.00	-2.50
83856	0.00	-2.50
83876	0.00	-2.50
83896	0.00	-2.50
83916	0.00	-2.50
83936	0.00	-2.50
83956	0.00	-2.50
83976	0.00	-2.50
83996	0.00	-2.50
84016	0.00	-2.50
84036	0.00	-2.50
84056	0.00	-2.50
84076	0.00	-2.50
84096	0.00	-2.50
84116	0.00	-2.50
84136	0.00	-2.50
84156	0.00	-2.50
84176	0.00	-2.50
84196	0.00	-2.50
84216	0.00	-2.50
84236	0.00	-2.50
84256	0.00	-2.50
84276	0.00	-2.50
84296	0.00	-2.50
84316	0.00	-2.50
84336	0.00	-2.50
84356	0.00	-2.50
84376	0.00	-2.50
84396	0.00	-2.50
84416	0.00	-2.50
84436	0.00	-2.50
84456	0.00	-2.50
84476	0.00	-2.50
84496	0.00	-2.50
84516	0.00	-2.50
84536	0.00	-2.50
84556	0.00	-2.50
84576	0.00	-2.50
84596	0.00	-2.50
84616	0.00	-2.50
84636	0.05	-2.00
84656	0.00	-2.00
84676	0.00	-2.00
84696	0.00	-2.00
84716	0.05	-1.50
